1.7546e-05,9.3299e-06,9.6629e-06,1.7152e-06
3.1339e-06,-1.8065e-05,2.3473e-05,-1.144e-05
-9.9785e-06,9.6722e-07,-9.9003e-06,6.1395e-06
-1.7559e-06,-1.074e-07,-1.1416e-05,-2.0916e-06
-5.9011e-06,6.9587e-06,-3.5822e-06,2.1491e-05
-6.1362e-07,2.8713e-06,-9.292e-06,-7.6916e-06
3.1339e-06,-1.8065e-05,2.3473e-05,-1.144e-05
0.00030906,9.9637e-05,0.0016441,0.00048525
-0.00013669,-1.6461e-05,-0.00070889,-0.00020136
-5.2474e-06,-3.8337e-06,-0.00011569,1.7769e-05
-0.00011076,-2.1243e-05,-0.0010147,-0.00077113
4.6371e-05,-3.6611e-06,0.00036181,0.00032192
-9.9785e-06,9.6722e-07,-9.9003e-06,6.1395e-06
-0.00013669,-1.6461e-05,-0.00070889,-0.00020136
7.5061e-05,1.5817e-05,0.00032447,8.7432e-05
4.0054e-06,-1.128e-06,6.0324e-05,-1.0509e-05
5.03e-05,7.8803e-08,0.00044578,0.00033093
-1.9995e-05,-7.0528e-07,-0.0001637,-0.00014321
-1.7559e-06,-1.074e-07,-1.1416e-05,-2.0916e-06
-5.2474e-06,-3.8337e-06,-0.00011569,1.7769e-05
4.0054e-06,-1.128e-06,6.0324e-05,-1.0509e-05
0.00011439,0.00010553,0.00013989,3.5934e-05
8.137e-05,0.00014769,5.5255e-05,-9.0462e-05
4.0754e-05,-1.6737e-05,2.7653e-05,6.7074e-05
-5.9011e-06,6.9587e-06,-3.5822e-06,2.1491e-05
-0.00011076,-2.1243e-05,-0.0010147,-0.00077113
5.03e-05,7.8803e-08,0.00044578,0.00033093
8.137e-05,0.00014769,5.5255e-05,-9.0462e-05
0.00073222,0.00031861,0.0013911,0.0024647
-0.00020322,-0.00011425,-0.00035098,-0.00099666
-6.1362e-07,2.8713e-06,-9.292e-06,-7.6916e-06
4.6371e-05,-3.6611e-06,0.00036181,0.00032192
-1.9995e-05,-7.0528e-07,-0.0001637,-0.00014321
4.0754e-05,-1.6737e-05,2.7653e-05,6.7074e-05
-0.00020322,-0.00011425,-0.00035098,-0.00099666
0.00010713,0.00011885,0.00021017,0.0004805
