2.0204e-05,3.1664e-06,3.4074e-05,2.511e-05
-8.2053e-05,2.2064e-06,4.964e-05,2.5336e-06
5.3989e-05,4.9507e-06,-8.3567e-06,1.5084e-06
-7.8606e-06,-2.5006e-06,-1.0292e-06,-1.0192e-05
7.6698e-05,-1.2001e-06,-2.2118e-06,1.545e-05
-4.2919e-05,-4.6816e-06,1.1369e-06,-4.8799e-06
-8.2053e-05,2.2064e-06,4.964e-05,2.5336e-06
0.00053423,1.973e-06,0.00035963,0.0035536
-0.00026679,3.3505e-06,-0.0002423,-0.0015222
5.0042e-05,-1.3046e-06,3.1155e-06,-8.0661e-05
-0.00053182,-1.0604e-06,-1.4759e-06,-0.00095454
0.00027944,-2.6838e-06,7.298e-06,0.00042835
5.3989e-05,4.9507e-06,-8.3567e-06,1.5084e-06
-0.00026679,3.3505e-06,-0.0002423,-0.0015222
0.00016409,8.6444e-06,0.00021075,0.00070696
-2.1679e-05,-4.1376e-06,-4.4189e-06,2.9627e-05
0.00026305,-2.2341e-06,-2.0106e-06,0.00041825
-0.00014255,-8.2198e-06,-5.0438e-06,-0.00019368
-7.8606e-06,-2.5006e-06,-1.0292e-06,-1.0192e-05
5.0042e-05,-1.3046e-06,3.1155e-06,-8.0661e-05
-2.1679e-05,-4.1376e-06,-4.4189e-06,2.9627e-05
5.618e-05,1.7086e-05,0.00014755,0.00017084
-9.6575e-05,1.0452e-05,0.0002158,-1.6077e-05
8.7284e-05,2.5615e-05,4.9357e-05,6.751e-05
7.6698e-05,-1.2001e-06,-2.2118e-06,1.545e-05
-0.00053182,-1.0604e-06,-1.4759e-06,-0.00095454
0.00026305,-2.2341e-06,-2.0106e-06,0.00041825
-9.6575e-05,1.0452e-05,0.0002158,-1.6077e-05
0.00095417,1.113e-05,0.00036365,0.0009936
-0.00044543,1.5236e-05,2.2777e-05,-0.00038411
-4.2919e-05,-4.6816e-06,1.1369e-06,-4.8799e-06
0.00027944,-2.6838e-06,7.298e-06,0.00042835
-0.00014255,-8.2198e-06,-5.0438e-06,-0.00019368
8.7284e-05,2.5615e-05,4.9357e-05,6.751e-05
-0.00044543,1.5236e-05,2.2777e-05,-0.00038411
0.00028003,4.4067e-05,7.8873e-05,0.00031342
