Xl_x	Xl_y	Xl_z	Vl_x	Vl_y	Vl_z
0.551384	-0.321375	0.184888	-9.65369e-05	-0.000322634	-0.000142799
0.559182	-0.0133404	0.285754	-7.22036e-05	-0.00186194	0.000507292
0.559181	-0.0133397	0.285751	-0.000181266	-0.000713703	-0.00075626
0.559181	-0.0133385	0.28575	-0.000124458	4.71387e-05	-0.00101044
0.559179	-0.0133342	0.285746	-0.00102201	0.00109807	-0.00182057
0.559182	-0.0133336	0.285756	0.000469119	0.00119877	0.00200345
0.559182	-0.0133311	0.285753	0.000266955	0.00131671	0.000332257
0.559183	-0.0133351	0.285755	0.000418096	-0.000161782	0.00102412
0.55918	-0.0133369	0.285748	-0.000456708	-0.000593622	-0.00160362
0.559181	-0.013337	0.28575	5.14237e-05	-0.000416901	-0.000168127
0.559181	-0.0133386	0.285752	0.000121727	-0.000797192	0.000439018
0.559182	-0.0133355	0.285751	3.39958e-05	0.000508875	-0.000244016
0.559181	-0.013334	0.285753	-0.000217687	0.000862704	0.000477377
0.559182	-0.0133402	0.285751	2.83315e-05	-0.00149544	-0.000361612
0.559183	-0.0133375	0.285754	0.00041591	-0.000501631	0.000685815
0.55918	-0.0133413	0.285754	-0.000596317	-0.00133513	0.000352046
0.559181	-0.0133385	0.28575	-0.000191468	0.000142106	-0.000935068
0.55918	-0.0133385	0.285749	-0.000410482	0.000101653	-0.000970459
0.559184	-0.0133391	0.285758	0.00106412	-0.000511499	0.00239543
0.559181	-0.0133413	0.285752	-0.000326641	-0.000810143	-0.000580704
0.559183	-0.0133386	0.285757	0.000518728	0.000460951	0.00141222
0.559183	-0.0133406	0.285753	0.000440047	-0.000721165	-0.000300517
0.559184	-0.0133383	0.285757	0.000571243	0.000531248	0.00146409
0.559182	-0.0133401	0.285753	-6.24478e-05	-0.00014349	-0.000458634
0.559181	-0.0133417	0.285749	-0.000467873	-0.000585882	-0.00126444
0.559182	-0.0133387	0.285755	-0.000187856	0.000633587	0.000691141
0.559182	-0.0133387	0.285754	-0.000122663	0.000419384	-0.000492832
0.559184	-0.0133341	0.285759	0.000638012	0.00180658	0.00143972
0.559182	-0.0133449	0.285753	-0.000373615	-0.00238866	-0.000846653
0.55918	-0.0133401	0.285752	-0.000496307	-3.29495e-05	5.61999e-05
0.55918	-0.0133374	0.285752	-0.000330906	0.000506988	-0.00046729
0.559181	-0.0133382	0.28575	3.34941e-05	0.000321684	-0.000931661
0.559182	-0.0133385	0.285754	8.11616e-05	0.000210574	0.000391022
0.559182	-0.0133421	0.285756	8.82112e-05	-0.00141622	0.000789128
0.559182	-0.0133414	0.285755	7.16421e-05	-0.00042978	0.000533012
0.55918	-0.0133373	0.285754	-0.000210244	0.000759209	8.51307e-06
0.55918	-0.0133413	0.285753	-0.000298479	-0.000515894	-0.000595186
0.559182	-0.0133416	0.285753	0.000411897	-0.000357315	-0.000152405
0.559181	-0.0133401	0.285753	-0.000235047	0.000289141	-0.000277228
0.559182	-0.0133387	0.285755	0.000212254	0.000686911	0.000725318
0.559181	-0.0133401	0.285751	-0.000359605	-3.3126e-05	-0.00100663
0.559182	-0.013339	0.285756	0.000191315	-4.0503e-05	0.000763671
0.55918	-0.0133382	0.285751	-0.000230786	0.000509728	-0.000881051
0.559181	-0.0133373	0.285754	-6.63728e-05	0.000334316	0.000449037
0.559183	-0.0133367	0.285754	0.000505001	0.000717771	2.60601e-05
0.559183	-0.0133389	0.285758	0.00044253	-0.000565696	0.00156496
0.559182	-0.0133398	0.285756	-8.92548e-05	-0.000359042	0.00012278
0.559182	-0.0133358	0.285753	-0.000121544	0.000803934	-0.000947453
0.559184	-0.0133418	0.28576	0.000651882	-0.0015736	0.00168928
0.559182	-0.0133381	0.285754	-0.000209984	0.000529363	-0.000628207
0.559181	-0.0133385	0.285755	-9.67477e-05	0.000353838	9.24368e-05
0.559182	-0.0133433	0.285754	0.000152556	-0.00132538	0.000384244
0.559182	-0.0133402	0.285755	0.000111437	0.00015643	-0.000237727
0.559181	-0.0133374	0.285753	-0.00059739	0.00065249	-0.000959114
0.559181	-0.0133398	0.285752	-0.000365019	-8.96936e-05	-0.00108188
0.559182	-0.0133432	0.285754	5.83984e-05	-0.00110821	0.000143777
0.559182	-0.0133418	0.285759	0.000178517	-0.000234035	0.00160551
0.559183	-0.0133434	0.285757	0.000274241	-0.000672217	0.000405407
0.559183	-0.0133403	0.285757	0.000268439	0.000585492	0.000321827
0.559184	-0.0133372	0.285758	0.00056083	0.00140075	0.0011317
0.559184	-0.0133387	0.285758	0.000345327	0.000421419	0.000246532
0.559184	-0.0133391	0.285762	3.22084e-05	-0.000230047	0.00128209
0.559183	-0.0133383	0.285757	-0.000149618	0.000376426	-0.000689534
0.559184	-0.0133417	0.285758	0.000215526	-0.000798709	-6.43351e-05
0.559184	-0.0133403	0.285758	0.000156159	-1.17675e-05	-4.28223e-05
0.559183	-0.0133402	0.285755	-0.000251103	3.37399e-06	-0.000917896
0.559183	-0.0133387	0.285759	-8.86164e-05	0.000512205	0.00084621
0.559181	-0.0133417	0.285751	-0.000610326	-0.000661036	-0.00235989
0.55918	-0.0133386	0.285753	-0.000813688	0.000601485	-0.000716485
0.559184	-0.0133449	0.285759	0.000637138	-0.00171327	0.00148044
0.559184	-0.0133372	0.285758	0.000505278	0.00144011	0.000541198
0.559183	-0.0133387	0.285757	-4.83467e-05	0.000457378	-6.88687e-05
0.559183	-0.0133371	0.285755	-2.59778e-06	0.000825165	-0.000512455
0.559183	-0.0133387	0.285755	1.34473e-05	3.50106e-05	-0.000331358
0.559183	-0.0133418	0.285761	0.000126478	-0.00102988	0.00178268
0.559182	-0.0133387	0.285759	-0.000246529	0.000367879	0.000292208
0.559184	-0.0133388	0.285757	0.000616153	0.000220297	-0.000197877
0.559183	-0.0133387	0.285757	-0.000140324	0.000162152	-0.000338721
0.559183	-0.0133403	0.285758	-9.13517e-05	-0.000408415	0.000261148
0.559181	-0.0133402	0.285757	-0.000677666	-0.000247827	-0.000143009
0.559183	-0.0133403	0.285759	0.000193547	-0.000193061	0.000245976
0.559182	-0.0133402	0.285756	-0.000255196	-0.000109665	-0.000756505
0.559184	-0.0133387	0.285758	0.000466649	0.000417232	0.000258813
0.559182	-0.0133402	0.285754	-0.000341318	-0.00020833	-0.00109153
0.559181	-0.0133375	0.285755	-0.000511357	0.000391059	-0.000604762
0.559184	-0.0133383	0.285757	0.000579739	0.000222056	0.000237083
0.559184	-0.0133386	0.285758	0.000458743	0.000141008	0.000700436
0.559183	-0.0133418	0.285759	-1.61793e-05	-0.000926573	0.000575918
0.559182	-0.0133371	0.285758	-0.000216134	0.000935494	0.000517362
0.559183	-0.0133433	0.285755	2.1631e-05	-0.00144564	-0.000780406
0.559181	-0.0133402	0.285756	-0.000527808	8.75316e-05	-0.000246348
0.559182	-0.0133418	0.285757	-8.19948e-05	-0.000464832	0.000175632
0.559181	-0.0133402	0.285753	-0.000129169	0.000212705	-0.000912287
0.559182	-0.0133402	0.285756	-4.30204e-05	0.000139872	-9.70594e-05
0.559183	-0.0133403	0.285757	0.000255236	8.10156e-05	0.000296161
0.559182	-0.0133371	0.285754	-0.000131092	0.00109881	-0.000660627
0.559183	-0.0133418	0.285757	0.000229527	-0.000830974	0.000434895
0.559183	-0.0133415	0.28576	0.000248958	-4.4619e-05	0.00128146
0.559183	-0.0133395	0.285753	0.000202954	-2.06602e-05	-0.00135822
0.559183	-0.0133388	0.285755	0.000240401	-2.43004e-05	-0.00032875
0.559183	-0.0133382	0.285755	-0.000124248	0.000513547	-0.000103349
0.559182	-0.0133401	0.285755	-0.000306774	-0.000169458	0.000112684
0.559181	-0.0133401	0.285754	-0.000573564	-9.32194e-05	-0.000351365
0.559181	-0.0133432	0.285751	-0.000466979	-0.0010889	-0.0012603
0.559182	-0.0133402	0.285753	2.63276e-05	0.000290783	-0.000448238
0.559181	-0.0133402	0.285756	-0.000191906	0.000198349	0.000853366
0.559184	-0.0133419	0.28576	0.000852214	-0.000425911	0.0017447
0.559182	-0.0133406	0.285759	-7.36015e-05	-0.000256401	0.000824846
0.559183	-0.0133398	0.285754	0.000105388	0.000346557	-0.00108589
0.559183	-0.0133386	0.285756	0.000126332	0.000746334	-0.000205758
0.559184	-0.0133434	0.285758	0.000402138	-0.00107319	0.000752074
0.559183	-0.0133422	0.285755	-5.89106e-05	-0.000701294	-0.00037062
0.559183	-0.0133414	0.285758	3.23301e-05	4.20023e-05	0.000771947
0.559182	-0.0133389	0.285752	-0.000140292	0.000558824	-0.00155105
0.559182	-0.0133457	0.285756	-0.000255302	-0.00117984	0.000176964
0.559181	-0.0133343	0.285755	-0.000393387	0.00284624	-0.000232167
0.559183	-0.0133419	0.285756	0.000196693	-0.0007019	6.78085e-06
0.559182	-0.0133434	0.285754	7.45987e-05	-0.000978662	-0.000520579
0.559181	-0.0133433	0.285753	-0.000501313	-0.000636194	-0.000553817
0.559182	-0.0133418	0.285754	-3.8561e-05	8.33199e-05	-1.54203e-05
0.559182	-0.0133434	0.28576	0.000160905	-0.000480008	0.00203483
0.559181	-0.0133375	0.285755	-0.000293213	0.00125307	-0.000510283
0.559182	-0.0133402	0.285754	4.75489e-05	-0.000207241	-0.000487216
0.559182	-0.0133381	0.285756	0.000129212	0.00088906	0.000224533
0.559182	-0.0133416	0.285754	0.000196008	-0.000439614	-0.000591309
0.559181	-0.0133402	0.285759	0.000105858	0.000212958	0.00181816
0.559183	-0.013339	0.285757	0.000507123	0.000135586	0.000414191
0.559181	-0.0133398	0.285754	-0.000239651	0.000106816	-0.000915533
0.559182	-0.0133416	0.285753	6.70189e-05	-0.000450045	-0.000781627
0.559182	-0.0133421	0.285754	1.52441e-05	-0.000816461	-5.43967e-05
0.559182	-0.0133382	0.285754	0.000123182	0.00100611	0.00050918
0.559182	-0.0133417	0.285753	1.40704e-05	-0.000369009	-0.000171824
0.559183	-0.0133433	0.285756	0.000336026	-0.000769508	0.000266875
0.559182	-0.0133406	0.285756	-0.000342301	1.64322e-05	-3.9202e-05
0.559182	-0.013343	0.285755	-1.96628e-06	-0.000507642	-0.000204406
0.559181	-0.013337	0.285756	-0.000175235	0.00173767	0.000535998
0.559182	-0.0133433	0.285757	0.000100937	-0.000918429	0.000203343
0.559183	-0.0133434	0.285756	0.000363582	-0.000621398	1.27082e-05
0.559184	-0.0133438	0.285762	0.00037177	-0.000944942	0.0020051
0.559183	-0.013343	0.285758	-0.000105631	-9.81575e-05	5.30315e-06
0.559182	-0.0133401	0.285756	-0.000400776	0.000985415	-0.000885743
0.559183	-0.0133391	0.285758	8.83803e-05	0.000639388	0.000305713
0.559183	-0.0133352	0.285758	6.79849e-05	0.00198284	0.000186566
0.559184	-0.013339	0.285757	0.000232335	-0.000235079	-0.000540785
0.559182	-0.0133425	0.285756	-0.00040904	-0.000655793	-0.000574254
0.559183	-0.0133405	0.28576	0.000105961	6.33453e-05	0.000955482
0.559181	-0.0133387	0.285756	-0.000550534	0.000580701	-0.000547338
0.559182	-0.0133449	0.285754	-0.000193525	-0.00168344	-0.00104405
0.559182	-0.0133391	0.285755	0.000191497	0.000424926	-0.000342172
0.559183	-0.0133387	0.285757	0.000200872	0.000268074	0.000328159
0.559183	-0.0133397	0.285757	0.000104945	0.000187493	0.000187667
0.559182	-0.0133416	0.285756	-0.000226377	-0.000382521	-0.000235787
0.559182	-0.0133417	0.285756	-0.000122256	-0.0002565	-0.00013291
0.559184	-0.0133388	0.285762	0.000354261	0.000838568	0.00178185
0.559182	-0.0133375	0.285758	-0.000187868	0.000584971	-0.00020591
0.559183	-0.0133368	0.285756	0.000424047	0.000885692	-0.000410539
0.559183	-0.0133463	0.285758	-5.02925e-05	-0.00249929	0.000329482
0.559183	-0.0133402	0.285757	5.96246e-06	0.000398634	-0.000250386
0.559181	-0.0133421	0.285755	-0.000645092	-0.000741606	-0.000929997
0.559182	-0.0133352	0.285756	-2.60832e-05	0.00207496	-0.000196749
0.559183	-0.0133386	0.285753	0.000521931	0.000331575	-0.000401051
0.559182	-0.0133433	0.285756	5.70549e-05	-0.00132591	0.000359622
0.559183	-0.0133406	0.285757	5.09736e-05	-0.000367668	0.000246749
0.559182	-0.0133371	0.285756	-0.000224023	0.000800619	-0.000182328
0.559182	-0.0133459	0.285756	0.000366754	-0.0020836	0.00372445
0.559182	-0.0133401	0.285756	2.20608e-05	0.00069693	-0.000739628
0.559183	-0.0133461	0.28576	5.26106e-05	-0.00108963	0.000395157
0.559183	-0.0133407	0.285757	1.40624e-05	0.000828021	-0.000739402
0.559181	-0.0133388	0.285755	-0.000633784	0.001096	-0.00130872
0.559181	-0.0133433	0.285753	-0.000444473	-0.000816307	-0.00106725
0.559182	-0.0133418	0.285756	9.92201e-05	-4.32711e-05	0.00019562
0.559182	-0.0133418	0.285755	-7.00551e-06	-2.27001e-05	-0.000422055
0.559182	-0.0133418	0.285758	0.000365433	-3.20642e-05	0.00110129
0.559182	-0.0133387	0.285754	0.000165894	0.00102057	-0.000794795
0.559182	-0.0133418	0.285755	0.000128169	-0.000353866	-2.98633e-05
0.559181	-0.0133386	0.285752	-0.000305582	0.000814629	-0.000956993
0.559183	-0.0133403	0.285757	0.00030425	-9.90768e-08	0.000870211
0.559183	-0.0133434	0.285759	0.000472082	-0.00104845	0.00141601
0.559183	-0.0133403	0.285757	-1.62397e-05	0.000355511	4.64182e-05
0.559182	-0.0133433	0.285756	-0.000376714	-0.000781829	-0.000379343
0.559183	-0.0133372	0.285759	0.000184542	0.00152102	0.0006947
0.559182	-0.0133418	0.285758	-0.000255593	-0.000518241	4.63898e-05
0.559184	-0.0133403	0.285758	0.000479277	0.000145314	0.000316933
0.559182	-0.0133402	0.285756	-0.000333521	0.000127908	-0.000576423
0.559183	-0.0133391	0.285755	4.7013e-05	7.14438e-05	-0.000510584
0.559181	-0.0133402	0.285756	-0.000206691	-0.000460154	0.000303701
0.559181	-0.0133381	0.285752	-0.000214469	0.000733294	-0.00131396
0.559181	-0.0133416	0.285752	-0.000197362	-0.000539334	-0.000914252
0.55918	-0.0133401	0.285756	-3.01945e-05	0.000139027	0.00408225
0.559183	-0.0133437	0.285757	0.000844587	-0.00150025	0.00313855
0.559181	-0.0133371	0.285756	-0.000276553	0.00109807	0.00218497
0.55918	-0.0133427	0.285754	-0.000220527	-0.000814177	0.00111074
0.559181	-0.0133416	0.285754	0.000144189	-3.215e-05	0.00072489
0.559183	-0.0133355	0.285757	0.00051066	0.00202702	0.00149375
0.55918	-0.0133401	0.285752	-0.000643298	-0.000157734	-0.000583327
0.559181	-0.0133387	0.285756	-4.08573e-05	0.000391994	0.00106073
0.559183	-0.0133434	0.285754	0.000459816	-0.00130959	-3.45642e-05
0.559183	-0.0133387	0.285754	0.00031857	0.000678743	-3.832e-06
0.559182	-0.0133406	0.285758	7.68298e-06	-0.00057529	0.00118213
0.559181	-0.0133398	0.285754	-0.000336211	0.000148278	-8.45815e-05
0.559182	-0.0133374	0.285756	0.000101715	0.000601118	0.000341106
0.559182	-0.0133433	0.285757	0.000151216	-0.00167813	0.000816787
0.559182	-0.0133385	0.285751	-5.23821e-05	0.00044591	-0.0010406
