Xl_x	Xl_y	Xl_z	Vl_x	Vl_y	Vl_z
0.633862	0.0234242	0.290733	-9.28432e-06	-0.000785013	0.000592359
0.633862	0.023428	0.290707	0.000250503	-0.000763245	0.00124555
0.633882	0.023279	0.290771	0.000167908	0.000716358	0.00142336
0.633883	0.0232767	0.290771	0.000234997	-0.000123011	0.00112448
0.633882	0.0232716	0.290767	-0.000202612	-0.00124748	-0.000699325
0.633883	0.0232728	0.290772	-9.96833e-06	-0.000240955	0.00131275
0.633881	0.0232742	0.290769	0.000562841	0.000459983	0.000742607
0.633883	0.0232773	0.290773	0.000781514	0.000936655	0.00215128
0.633882	0.0232715	0.290767	0.000501885	-0.00101444	-0.000125268
0.633882	0.0232744	0.290769	0.000376882	0.000359387	0.000534332
0.633884	0.0232755	0.290768	0.000807467	-0.000244278	9.14624e-05
0.633885	0.0232768	0.290772	0.000692188	0.000410107	-0.00230298
0.633882	0.0232751	0.29077	-3.21079e-05	0.000227591	0.00153926
0.633884	0.0232783	0.29077	0.000608643	0.00137052	0.00112173
0.633882	0.0232744	0.29077	-0.000253493	-0.000317296	0.000798968
0.633884	0.0232745	0.29077	0.000560049	-0.000124712	0.000653515
0.633882	0.0232721	0.29077	-0.000292557	-0.00129975	0.000450233
0.633882	0.0232747	0.290767	-0.000306091	0.00027077	-0.00080313
0.633884	0.0232762	0.290769	0.000390793	0.000778116	0.000307499
0.633885	0.0232748	0.290772	0.000778171	5.37946e-05	0.00156132
0.633883	0.0232758	0.290768	-0.000308528	-2.13649e-05	-0.000673611
0.633884	0.0232767	0.290774	0.000100425	0.000567351	0.00158579
0.633883	0.0232732	0.29077	-0.000237408	-0.000702307	-0.000393939
0.633883	0.0232762	0.290768	-0.000481422	0.000537289	-0.00126685
0.633883	0.0232762	0.29077	2.2791e-05	0.000394285	0.000165301
0.633884	0.0232709	0.29077	8.09572e-05	-0.00145747	0.000139996
0.633882	0.0232772	0.290769	-0.000584437	0.000656472	-0.000270015
0.633882	0.0232747	0.290769	-6.77911e-05	-9.55459e-05	-0.000235847
0.633883	0.0232812	0.290768	0.000136414	0.00221884	-0.000397536
0.633884	0.0232763	0.290773	0.000240098	-0.000173295	-0.00266978
0.633882	0.0232759	0.290769	-0.00047905	-0.000213207	-0.00348547
0.633882	0.0232712	0.290771	-0.000532611	-0.0017639	-0.00182664
0.633884	0.0232761	0.290768	0.000333262	0.000453635	-0.00252695
0.633883	0.0232778	0.290767	-0.000116096	0.000888156	-0.00222101
0.633884	0.0232781	0.290771	0.000267569	0.000668973	8.66926e-06
0.633883	0.0232743	0.290768	-0.000126924	-0.000804078	-0.0011046
0.633885	0.023275	0.290771	0.000527393	-0.000312919	0.000683957
0.633883	0.0232762	0.290768	-5.33187e-05	0.000222928	0.0029388
0.633884	0.0232781	0.290769	0.00053215	0.000802337	0.00251418
0.633885	0.023273	0.290773	0.000482319	-0.00118772	0.00307587
0.633881	0.0232777	0.290769	-0.000823928	0.000794105	0.00108043
0.633886	0.0232782	0.290777	0.000927808	0.000693762	0.00346493
0.633884	0.0232728	0.290769	-3.70968e-07	-0.00134862	-8.32307e-05
0.633884	0.0232751	0.29077	0.00108031	-0.000182417	0.00134101
0.633884	0.0232746	0.290769	0.000839586	-0.000184783	0.00102142
0.633884	0.0232777	0.290773	0.000649108	0.000482651	0.00188881
0.633884	0.0232768	0.29077	0.000713873	0.000339292	0.000656207
0.633885	0.0232747	0.29077	0.000201053	-0.000373662	6.14673e-05
0.633885	0.0232765	0.290774	0.000484337	0.000399911	0.00112271
0.633886	0.0232731	0.290774	0.000417914	-0.000855061	0.000834477
0.633886	0.0232748	0.290775	0.00045227	3.56021e-06	0.000885824
0.633886	0.0232744	0.290777	0.000190844	-0.000570631	0.000836984
0.633885	0.0232769	0.290776	-0.000172644	0.000728058	0.000712708
0.633887	0.0232733	0.290781	0.00031691	-0.000611956	0.00210378
0.633886	0.0232778	0.290775	0.000264729	0.000717728	-0.00054862
0.633885	0.0232719	0.290773	-0.000273368	-0.00120198	-0.00105509
0.633888	0.0232769	0.290781	0.000691327	0.000948283	0.00214131
0.633886	0.0232762	0.290777	-0.000277781	0.00395548	2.82469e-05
0.633886	0.0232736	0.290781	-6.58999e-05	0.00242019	0.00124091
0.633887	0.0232734	0.290777	4.48778e-05	0.00185116	-0.000599946
0.633887	0.0232732	0.29078	-0.000111873	0.00138751	0.00041936
0.633887	0.0232715	0.290778	-9.57829e-05	0.00050724	-0.00027805
0.633888	0.0232734	0.290781	0.000459057	0.00109044	0.000610772
0.633888	0.0232716	0.290787	-8.93371e-05	0.000133898	-0.00169865
0.633889	0.0232738	0.29078	-4.67185e-05	0.00133034	-0.00399384
0.63389	0.0232681	0.290787	0.00021635	-0.00127752	-0.00105894
0.633888	0.0232735	0.290779	-0.000413208	0.00133624	-0.00364823
0.63389	0.0232681	0.290782	0.00129165	-0.00112123	0.000141121
0.633891	0.0232738	0.290788	0.000993444	0.00150534	0.00183051
0.633891	0.0232699	0.290785	0.000397129	-0.000654572	-0.00031366
0.633891	0.0232717	0.290787	8.84189e-05	4.86215e-05	0.000544732
0.63389	0.0232702	0.290782	-3.80236e-05	-0.000455324	-0.00138777
0.633891	0.0232687	0.290785	-0.000137115	-0.000412082	-0.000128646
0.633891	0.0232698	0.290785	-0.00011345	-0.000266625	-0.00066909
0.633892	0.0232705	0.290785	-0.000114826	0.000414584	-0.000466948
0.633893	0.0232719	0.29079	0.000262323	0.000872411	0.00123147
0.633892	0.0232701	0.290787	0.000126446	2.1426e-05	-0.000322206
0.633893	0.0232703	0.290789	0.000295179	-0.00339592	0.000557245
0.633894	0.0232704	0.290791	0.000455947	-0.00252637	0.000760992
0.633893	0.0232703	0.290788	2.88624e-06	-0.00194025	-0.0004648
0.633895	0.0232685	0.29079	9.62487e-05	-0.00203275	-0.000254476
0.633894	0.0232703	0.290789	-2.35985e-05	-0.000900603	-0.00077396
0.633895	0.023267	0.290791	-5.85425e-05	-0.00379148	0.000310205
0.633894	0.023272	0.290791	-0.000156391	-0.00109	0.000138857
0.633895	0.023267	0.290787	-0.000405668	-0.00214898	-0.00149945
0.633897	0.0232669	0.290792	0.000607238	-0.00194155	0.000267769
0.633895	0.0232654	0.290793	0.000501427	-0.00144412	0.00138857
0.633898	0.0232688	0.290793	0.00114287	0.000181971	0.00105368
0.633896	0.0232667	0.290792	0.000294099	-0.000591034	-1.05547e-05
0.633896	0.0232686	0.290794	2.22608e-05	0.000167978	0.000853777
0.633898	0.023267	0.290792	0.000200542	-0.00049135	-0.000706516
0.633898	0.0232661	0.290795	0.000260186	-0.000229998	0.000721414
0.633899	0.0232685	0.290796	0.000476192	0.000357661	0.000903161
0.633898	0.0232654	0.290793	-0.000278488	-0.000899474	-0.00125771
0.6339	0.0232688	0.2908	0.000199268	0.000501219	0.00124289
0.6339	0.0232626	0.2908	0.000237624	-0.00135224	0.000888577
0.633902	0.0232704	0.2908	0.000515675	0.00135784	0.00015024
