5.1367e-06,0.0001531,0.00060992
1.3108e-07,-6.674e-05,-9.0394e-05
3.011e-08,-0.00011357,2.3708e-05
-1.2925e-05,-8.6497e-05,-0.0014281
-7.788e-06,8.7265e-05,-1.5364e-05
3.5928e-06,0.00013135,-0.00020138
1.3108e-07,-6.674e-05,-9.0394e-05
6.5029e-05,0.0093756,3.9593e-05
7.9054e-05,0.002423,1.8358e-05
4.8449e-05,-0.00011543,0.00020543
-0.00014044,-0.0031858,-0.00026705
-0.00019162,0.0014873,3.1119e-05
3.011e-08,-0.00011357,2.3708e-05
7.9054e-05,0.002423,1.8358e-05
0.00010661,0.0010611,1.9184e-05
5.1723e-05,1.1431e-05,-6.0703e-05
-0.00015651,-0.0010736,-0.00022547
-0.00025232,-8.037e-05,-6.7678e-06
-1.2925e-05,-8.6497e-05,-0.0014281
4.8449e-05,-0.00011543,0.00020543
5.1723e-05,1.1431e-05,-6.0703e-05
0.00015508,0.00040098,0.0034894
-4.6466e-05,-0.00010131,0.00015151
-0.00012978,-0.00026214,0.00047654
-7.788e-06,8.7265e-05,-1.5364e-05
-0.00014044,-0.0031858,-0.00026705
-0.00015651,-0.0010736,-0.00022547
-4.6466e-05,-0.00010131,0.00015151
0.00046636,0.005518,0.0041098
0.00038567,-0.00026047,1.0871e-05
3.5928e-06,0.00013135,-0.00020138
-0.00019162,0.0014873,3.1119e-05
-0.00025232,-8.037e-05,-6.7678e-06
-0.00012978,-0.00026214,0.00047654
0.00038567,-0.00026047,1.0871e-05
0.00076768,0.0020405,0.00044399
