Xl_x	Xl_y	Xl_z	Vl_x	Vl_y	Vl_z
0.598534	-0.0513303	0.0889419	-0.000952372	-0.000505586	-0.0011887
0.606354	-0.0499163	0.103147	0.000222309	-0.00114323	0.00118235
0.606354	-0.0499156	0.103146	0.000342286	-0.000201688	0.000578793
0.606354	-0.0499146	0.103146	8.65717e-05	-0.000186957	6.08196e-05
0.606354	-0.049922	0.103146	0.00267953	-0.00140641	0.00256779
0.60635	-0.0499174	0.10314	-0.00203714	-0.000256667	-0.00217089
0.606352	-0.0499177	0.103143	-0.000504717	3.71421e-05	-0.000423937
0.606355	-0.0499158	0.103145	0.000397829	0.000746701	0.000248059
0.606351	-0.0499206	0.103142	-0.00105018	-0.00148771	-0.000736804
0.606353	-0.0499165	0.103142	-0.000125781	0.000219789	-0.000592319
0.606352	-0.0499145	0.103142	0.00234844	0.00187624	0.00165419
0.606352	-0.049917	0.103141	0.00159374	0.000143003	0.00105039
0.606354	-0.0499161	0.103146	0.00161829	0.000265025	0.00185614
0.606354	-0.0499161	0.103144	0.00134107	0.000215545	0.00107604
0.606353	-0.0499142	0.103142	-0.00135704	0.000680131	-0.00166787
0.606354	-0.0499142	0.103146	-0.00101731	0.000445805	-0.000466931
0.606352	-0.0499201	0.103146	-0.00137734	-0.00203794	-5.35464e-05
0.606353	-0.0499159	0.103142	-0.000834405	0.000245672	-0.00135069
0.606352	-0.0499183	0.103142	-0.000955327	-0.00047109	-0.00106414
0.606354	-0.0499195	0.103145	-8.23329e-05	-0.000706282	0.000225357
0.606353	-0.0499165	0.103144	-0.00053495	0.000500689	-0.000507419
0.606352	-0.0499186	0.103144	-0.000458233	-0.00450155	0.000488404
0.606351	-0.049917	0.103141	-0.000768248	-0.00260706	-0.000152581
0.606352	-0.0499165	0.103142	-0.000179668	0.00184784	-0.000771691
0.606354	-0.0499206	0.103145	0.000419426	0.000422176	0.000407818
0.606352	-0.0499199	0.103145	-0.000328259	0.000263485	0.000139275
0.606354	-0.0499206	0.103147	0.00036129	0.000446321	0.000838465
0.606356	-0.049919	0.103149	0.000839441	0.000505059	0.00078179
0.606351	-0.0499167	0.103143	-0.000815718	0.00110088	-0.00119692
0.606354	-0.0499159	0.103146	0.000333728	0.000966452	0.000128667
0.606356	-0.0499153	0.103147	0.00070339	0.00135462	0.000520028
0.606354	-0.0499177	0.103146	-0.000279177	0.000188807	-0.0001975
0.606353	-0.0499201	0.103143	-0.000273903	-0.000996866	-0.000755254
0.606353	-0.0499132	0.103142	-0.000333336	0.00152024	-0.000727714
0.606354	-0.0499172	0.103146	0.000415481	-0.000165253	0.000715211
0.606353	-0.0499212	0.103145	-9.30859e-05	-0.0013556	-0.000241024
0.606355	-0.0499174	0.103148	0.000439196	0.000339462	0.000886304
0.606351	-0.0499188	0.103143	-0.000843175	-0.000638548	-0.000827981
0.606355	-0.0499171	0.103146	0.000597202	0.000409379	0.000303125
0.606354	-0.0499193	0.103147	0.000100605	-0.000324759	0.000813
0.60635	-0.0499189	0.103139	-0.00108578	-0.00370265	-0.00104424
0.606352	-0.0499183	0.103142	-7.53513e-06	-0.00257279	0.000517826
0.606352	-0.0499154	0.103143	6.91487e-05	-0.0013884	0.00057748
0.606353	-0.0499194	0.103143	0.000111164	-0.00221061	0.000189089
0.606353	-0.0499227	0.103147	0.000187969	-0.00261739	0.00126277
0.606354	-0.0499213	0.103148	0.000313202	-0.00179555	0.00134312
0.606353	-0.0499179	0.103146	8.79799e-05	-0.000213537	0.000422718
0.606352	-0.049921	0.103143	-0.000218947	-0.000825377	-0.000357343
0.606352	-0.0499164	0.103143	-0.000180178	0.00104406	-0.000725961
0.606352	-0.0499151	0.103141	-0.000255633	0.00116262	-0.000831871
0.606352	-0.0499167	0.103142	-0.000159147	0.00388704	-0.0012582
0.606354	-0.0499165	0.103143	0.000631969	0.00250928	-0.000311841
0.606354	-0.0499189	0.103147	0.000369182	0.00134391	0.000461783
0.606352	-0.0499152	0.103142	-0.000458589	0.00197499	-0.00108104
0.606352	-0.0499161	0.103142	-0.000339857	0.0014233	-0.000887486
0.606352	-0.0499136	0.103142	-0.000363724	0.00157482	-0.000392409
0.606353	-0.0499176	0.103145	0.000285934	0.000140229	0.000676476
0.606352	-0.0499187	0.103141	-0.000114393	-0.000533389	-0.000854543
0.606353	-0.0499146	0.103145	0.000299617	0.000943646	0.000728158
0.606352	-0.0499199	0.103142	-0.000312881	-0.0011564	-0.000428022
0.606353	-0.0499145	0.103143	9.81664e-06	0.000969529	-8.46959e-05
0.606352	-0.0499159	0.103143	6.12251e-06	0.000662458	-6.10822e-05
0.606354	-0.0499148	0.103144	0.000415749	0.000561537	0.000271142
0.606355	-0.0499123	0.103148	0.000679951	0.00105891	0.00114575
0.606353	-0.049911	0.103143	-0.00034467	0.0015359	-0.000930473
0.606355	-0.0499158	0.103145	0.000480532	-0.000392327	0.000345252
0.606354	-0.049918	0.103148	-2.48096e-05	-0.00141312	0.000837967
0.606352	-0.0499135	0.103141	-0.000646575	0.00048353	-0.00130441
0.606353	-0.0499192	0.103142	-6.65069e-05	-0.00122054	-0.000267401
0.606352	-0.0499181	0.103141	-0.000410585	-0.000348891	-0.000605822
0.606353	-0.0499167	0.103143	0.000197469	-9.56478e-05	6.37819e-05
0.606353	-0.049913	0.103144	0.000124555	0.00105951	0.00047689
0.606353	-0.0499178	0.103141	0.000205914	-0.000418076	-0.000389443
0.606352	-0.0499165	0.103143	-0.000203614	0.000231521	5.95594e-05
0.606353	-0.0499147	0.103143	0.000266633	0.000775683	0.000319244
0.606352	-0.0499188	0.10314	-0.000306399	-0.00127452	-0.000783787
0.606353	-0.0499165	0.103142	0.000105846	-0.000207143	0.000264519
0.606353	-0.0499162	0.103142	-2.02622e-05	-0.000158099	-0.000113876
0.606353	-0.0499147	0.103141	-0.000107808	0.000405318	-0.000438065
0.606353	-0.0499176	0.103142	2.24212e-05	-0.000240294	7.00436e-05
0.606354	-0.0499194	0.103144	0.000436589	-0.000602505	0.000625258
0.606353	-0.0499162	0.103146	-3.44597e-05	0.0006568	0.000603961
0.606354	-0.0499149	0.103146	-2.43603e-05	0.000444582	0.000400012
0.606355	-0.0499189	0.103147	0.00060757	-0.00121261	0.0009643
0.606353	-0.0499175	0.103144	-0.000495986	5.73575e-05	-0.000595294
0.606354	-0.0499159	0.103147	7.02254e-05	0.000705324	0.00057077
0.606354	-0.0499151	0.103144	0.000107554	0.000452029	-0.000154796
0.606354	-0.0499178	0.103145	0.000152863	-0.000762984	0.000284582
0.606353	-0.0499196	0.103143	-0.00022981	-0.00115554	-0.00054236
0.60635	-0.0499151	0.103139	-0.00121395	0.00475935	-0.00307757
0.606351	-0.0499156	0.10314	-0.000453934	0.00307467	-0.00173001
0.606353	-0.0499181	0.103142	0.000278027	0.00134164	-0.000113779
0.606352	-0.0499194	0.103141	3.606e-05	0.00103342	-0.000494892
0.606352	-0.0499185	0.103144	-0.000196755	0.000794855	0.00045363
0.606353	-0.0499196	0.103145	6.16758e-05	0.000111909	0.000204926
0.606353	-0.0499167	0.103142	-3.0355e-05	0.000648154	-0.000922047
0.606355	-0.0499151	0.103147	0.000789381	0.00128171	0.00138267
0.606352	-0.0499166	0.103143	-0.000431838	6.63349e-05	-0.000737507
0.606354	-0.0499139	0.103144	-0.000114669	0.00122428	-0.00029097
0.606353	-0.0499192	0.103145	-3.55455e-05	-0.0007787	0.000262755
0.606353	-0.0499141	0.103144	-2.07193e-05	0.0016851	-0.000295645
0.606354	-0.0499193	0.103144	0.000494553	-0.000397629	0.000149982
0.606352	-0.0499152	0.103143	-0.00016496	0.000736955	-9.82378e-05
0.606353	-0.0499129	0.103143	0.000371547	0.00112945	-0.000203135
0.606352	-0.0499177	0.103143	-0.000250281	-0.000436316	0.000133466
0.606353	-0.0499229	0.103145	-4.40945e-05	-0.00188034	0.00076053
0.606353	-0.0499166	0.103145	1.86872e-05	0.000417443	0.000215972
0.606352	-0.0499182	0.103145	-0.000448062	-0.000398356	-0.000171944
0.606354	-0.0499189	0.103144	0.000357937	-9.7519e-05	2.11078e-05
0.606353	-0.0499212	0.103145	-0.000161252	-0.000721424	-0.000146264
0.606354	-0.0499178	0.103144	0.000339181	0.000732121	0.000173948
0.606353	-0.0499135	0.103142	8.51527e-05	0.00153353	-0.000536474
0.606356	-0.0499185	0.103147	0.000758027	-0.000397124	0.00112074
0.606354	-0.0499178	0.103144	-8.5952e-05	9.6934e-05	-0.000211464
0.606354	-0.049916	0.103145	0.000222057	0.000716627	0.000399402
